cold,2
Bold that for me,2
Bold the last word,2
Bowl the last word,2
Bald the last word,2
Bolt the last word,2
Gold the last word,2
Ball the last word,2
Told the last word,2
Old the last word,2
Bulb the last word,2
Both the last word,2
Cold the last word,2
Call the last word,2
Bold the selected word,2
change the text to bold,2
can you bold the selected text,2
please bold the last sentence,2
bold the last two words,2
bold that for me,2
please bold the selected text,2
please bold last word,2
Bold the last paragraph,2
remove emphasis for the last two sentences,3
remove emphasis for the selected text,3
remove emphasis for the last sentence,3
clear emphasis for the selected text,3
clear emphasis for the last two sentences,3
clear emphasis for the selected text,3
clear emphasis for the last sentence,3
unemphasize for the selected text,3
unemphasize for the last two sentences,3
unemphasize for the selected text,3
unemphasize for the last sentence,3
remove bold for the selected text,3
remove bold for the last two sentences,3
remove bold for the selected text,3
remove bold for the last sentence,3
Clear bolt for me,3
Clear bowl for me,3
Clear ball for me,3
Clear gold for me,3
Clear bald for me,3
Clear old for me,3
remove bold for me,3
Remove bolt for me,3
Remove bowl for me,3
Remove ball for me,3
Remove gold for me,3
Remove bald for me,3
Unbold,3
Unbolt,3
on bolt,3
on board,3
humble,3
on bold,3
I'm bored,3
Untold,3
bumble,3
bundle,3
Humboldt,3
bundle,3
honorable,3
bubble,3
I'm blue,3
turn on,3
unbold for me,3
Unbolt for me,3
On bolt for me,3
on bold for me,3
humble for me,3
on board for me,3
I'm bored for me,3
Untold for me,3
Bumble for me,3
Bundle for me,3
Humboldt for me,3
clear bold for the selected text,3
unbold the last word,3
remove bold from that sentence,3
Unbold that for me,3
please remove bold,3
please clear bold,3
Please clear bolt,3
Please clear bowl,3
Please clear bald,3
Please clear gold,3
Please clear ball,3
Please clear old,3
can you please unbold it,3
unbold the selected text,3
Please unbolt,3
Please on bolt,3
Please on bold,3
Please on board,3
Please humble,3
Please I'm bored,3
Please untold,3
Please bumble,3
Please bundle,3
Please Humboldt,3
clear bold for last two sentences,3
italics,4
eat Alex,4
is Alex,4
8 Alex,4
I'd Alex,4
Italy,4
adeleke,4
mcallen,4
attalus,4
italian,4
Please make the selected text to italics,4
can you italics that,4
8 Alex that please,4
is Alex that please,4
Italy that please,4
I'd Alex that please,4
at Alex that please,4
eat Alex that please,4
italics the last word,4
8 Alex the last word,4
is Alex the last word,4
Italy the last word,4
I'd Alex the last word,4
eat Alex the last word,4
at Alex the last word,4
Change the selected text to italics,4
Change the selected text to 8 Alex,4
Change the selected text to is Alex,4
Change the selected text to Italy,4
Change the selected text to I'd Alex,4
Change the selected text to eat Alex,4
Change the selected text to at Alex,4
italicize the selected text,4
Italy's is the selected text,4
attala size the selected text,4
dallas eyes the selected text,4
identify the selected text,4
is Alyssa is the selected text,4
Please italicize the selected text,4
Please attala size the selected text,4
Please dallas eyes the selected text,4
Please eat Alyssa is the selected text,4
Please eat a lease is the selected text,4
Italy size the selected text,4
Please Italy size the selected text,4
Can you change the selected text to italic,4
Can you change the selected text to adeleke,4
Can you change the selected text to mcallen,4
Can you change the selected text to attalus,4
Can you change the selected text to italian,4
Can you change the selected text to eat a leak,4
Could you please eat Alyssa is the last sentence for me,4
Could you please italicize that last sentence for me,4
will you italicize that for me,4
Will you attala size that for me,4
Will you dallas eyes that for me,4
Will you eat a lease is up for me,4
Will you eat Alyssa's that for me,4
Will you Italy size that for me,4
Can you italicize that sentence,4
Can you Italy size that sentence,4
Can you eat a lease is a sentence,4
Can you eat Alyssa is that sentence,4
italicize that last two sentences,4
it's a lease is the last two sentences,4
Italy size that last two sentences,4
italicize the last Four sentences,4
Italy size the last four sentences,4
format to italics,4
format to eat Alex,4
format to 8 Alex,4
format to Italy,4
format to is Alex,4
format to at Alex,4
format to I'd Alex,4
Please italicize the last two words,4
Italicize that for me,4
Please it's a lease is that,4
Please Italy that,4
Please Attala size that,4
Please dallas eyes that,4
Please Italy's is that,4
can you italic that,4
please italic it,4
italic that,4
italic the last two word,4
italic the last word,4
please italicize that,4
can you remove italic,5
remove italic,5
please remove the italic,5
can you remove italic for me,5
clear italic,5
can you clear italic,5
please clear italic for me,5
clear italic please,5
clear italic from last two word,5
Remove italics for me,5
Remove italics for me,5
how to remove it Alex,5
you move it Alex,5
remove it Alex,5
They move it Alex,5
free movies Alex,5
the movie Alex,5
funny movie Alex,5
can you remove italics for me,5
unitalicize the sentence,5
un italicize the sentence,5
on italicize,5
an italicize,5
clear italics from selected word,5
clear it Alex from selected word,5
clear eat Alex from selected word,5
clear 8 Alex from selected word,5
clear is Alex from selected word,5
clear Italy from selected word,5
clear I'd Alex from selected word,5
Please clear italics from last two words,5
Please clear it Alex from last two words,5
clear the italics for me,5
clear the eat Alex for me,5
clear the 8 Alex for me,5
clear the is Alex for me,5
clear the Italy for me,5
clear the I'd Alex for me,5
Please clear the italics sentence,5
unitalicize that first sentence,5
un italicize that first sentence,5
on italicize that first sentence,5
an italicize that first sentence,5
Please remove the italic sentence,5
Please remove it Alex sentence,5
Please they move it Alex sentence,5
Please free movies Alex sentence,5
Please the movie Alex sentence,5
Please funny movies Alex sentence,5
Please remove the Titanic sentence,5
Please remove the Italian sentence,5
unitalicize the selected text,5
remove italics from last word,5
movie tickets from last word,5
remove it Alex from last word,5
they move it Alex from last word,5
free movies Alex from last word,5
the movie Alex from last word,5
funny movie Alex from last word,5
clear italics from last sentence,5
clear eat Alex from last sentence,5
clear 8 Alex from last sentence,5
clear is Alex from last sentence,5
clear I'd Alex from last sentence,5
clear Italy from last sentence,5
please unitalicize the selected text,5
how to remove it Alex from last sentence,5
remove it Alex from last sentence,5
they move it Alex from last sentence,5
free movies Alex from last sentence,5
the movie Alex from last sentence,5
funny movies Alex from last sentence,5
remove italics from last sentence,5
underline that,6
under land that,6
underlay that,6
underlying that,6
underline please,6
under land please,6
underlay please,6
underlying please,6
please under land that,6
please underlay that,6
please underlying that,6
make it underline,6
make it under land,6
make it underlay,6
make it underlying,6
last word underline,6
last word underlying,6
please underline last word,6
please underlying last word,6
can you underline last word,6
underline the last word please,6
underline the last word,6
underlying the last word,6
underline the selected word,6
Underlying the selected word,6
Under land the selected word,6
Underlying the selected word,6
can you underline the selected word,6
please underline the selected word,6
Make the selected word underline,6
Can you make it underline for me,6
last two words underline,6
can you underline last three words,6
please underline the last three words,6
underline the last two characters,6
underline the last three words,6
please underline the selected text,6
underline that selected text,6
could you underline that,6
please underline that for me,6
underline that word please,6
clear underline,7
clear underlying,7
clear under land,7
clear underlay,7
remove underline,7
remove under land,7
remove underlay,7
remove underlying,7
can you clear underline,7
could you remove underline,7
clear the underline for me,7
please clear underline,7
can you please clear underline,7
clear underline from last word,7
can you remove underline for that word,7
Remove underline for that sentence,7
remove underline for the last two characters,7
remove underline for selected word,7
remove underline for last three words,7
please remove underline,7
remove underline please,7
remove underline for all the words in red color,7
superscript the last word please,8
can you superscript that,8
superscript that for me,8
superscript it please,8
could you please superscript that,8
Please superscript that,8
Please super script that,8
Please so the script that,8
Please super strip that,8
can you please superscript that,8
can you please super script that,8
superscript that please,8
superscript last two characters,8
superscript that,8
super script that,8
super strip that,8
so the script that,8
superscript the last two words,8
superscript the selected text,8
make it superscript,8
make it super script,8
super script last character,8
super scrip the last two words,8
superscript last character,8
clear superscript,9
clear super script,9
clear so the script,9
clear super strip,9
clear superscript please,9
please clear superscript,9
remove super script for all words,9
remove super strip for all words,9
remove so the script for all words,9
please clear superscript from that,9
please clear super script from that,9
remove super script from last character,9
remove super script from that,9
remove superscript from last character,9
remove superscript from that,9
please remove superscript,9
please remove super script,9
remove super script please,9
remove superscript please,9
can you remove superscript from last two characters,9
remove superscript from last word,9
can you remove the superscript,9
remove superscript from last two characters,9
remove the superscript,9
could you remove super script,9
could you remove superscript,9
can you subscript that,10
subscript that for me,10
sub script that for me,10
stop script that for me,10
please subscript that for me,10
please sub script that for me,10
please stop scrip that for me,10
can you subscript the last word,10
subscript the last three characters,10
can you sub script the last word,10
could you sub script that,10
sub script that please,10
could you subscript that,10
subscript that please,10
please subscript that,10
please stop script that,10
can you please subscript that,10
please subscript last character,10
subscript last word,10
subscript the last three characters,10
could you please subscript that,10
please subscript that,10
please sub script that,10
please make it sub script,10
please make it subscript,10
can you clear subscript,11
please clear subscript,11
clear subscript for me,11
clear sub script for me,11
please can you clear sub script,11
please can you clear subscript,11
clear subscript from last character,11
clear the subscript please,11
could you please remove subscript,11
could you please remove sub script,11
remove sub script from last character,11
remove subscript from last character,11
remove subscript,11
remove sub script,11
remove stop script,11
the most of script,11
they move that script,11
remove subscribed,11
remove sap script,11
remove top script,11
please remove subscript for me,11
can you remove subscript from last character,11
remove subscript please,11
remove stop script please,11
the most of script please,11
they move that script please,11
remove subscribed please,11
remove sap script please,11
remove stop script please,11
please remove subscript,11
Please remove sub script,11
please remove stop script,11
please the most of script,11
please they move that script,11
please remove subscribed,11
please remove sap script,11
can you strikethrough text please,12
can you strike through text please,12
straight through text,12
skype through text,12
strike true text,12
strike through text,12
please strike through text,12
strike through please,12
please like that,12
please strike that,12
please tried that,12
please drake that,12
strike that,12
drake that,12
tried that,12
like that,12
please strikethrough text,12
strikethrough please,12
can you strikethrough last two words,12
please strikethrough that,12
strikethrough the selected text,12
strike true the selected text,12
straight through the selected text,12
skype through the selected text,12
please strike true last word,12
please straight through last word,12
please skype through last word,12
please strikethrough last word,12
could you please strikethrough that,12
strike the full text,12
drake the full text,12
tried the full text,12
like the full text,12
strikethrough the full text,12
strike true text outline,12
straight through text outline,12
skype through text outline,12
strike through text outline,12
strikethrough first two characters,12
strikethrough last two characters,12
Please remove strikethrough,13
remove strikethrough,13
Please remove strike through,13
undo strike through,13
remove strike through,13
remove strike,13
remove trike,13
remove right,13
did you move strike,13
remove stray,13
remove straight,13
the most right through,13
remove strikethrough please,13
undo strike through for first two characters,13
remove strike through for first two characters,13
can you remove strikethrough,13
clear strikethrough for first two characters,13
remove strikethrough for first two characters,13
remove strike for first two characters,13
did you move strike for first two characters,13
remove trike for first two characters,13
remove right for first two characters,13
did you move strike for first two letters,13
remove stray for first two letters,13
remove trike for first two letters,13
remove right for first two letters,13
remove straight for last two characters,13
the most right through for last two characters,13
please remove strikethrough for first two characters,13
remove strikethrough for last two characters,13
remove strikethrough for last two characters,13
remove strikethrough for last two characters,13
remove first two characters strikethrough,13
remove last two characters strikethrough,13
clear strikethrough for last two characters,13
remove strikethrough for last two characters,13
remove strikethrough for last two characters,13
please remove strikethrough for last two characters,13
please clear strikethrough for last two characters,13
remove two characters strikethrough,13
centre align,14
center align,14
centerline,14
align sin,14
Klein Center,14
Alliance Center,14
line Center,14
line control,14
tonight,14
alarm Center,14
Langston,14
alarm set,14
Lincolnton,14
center Elaine,14
centre align the selected line,14
center align the selected line,14
centerline the selected line,14
center Elaine the selected line,14
can you centre align the line,14
can you centre-align the line,14
can you center align the line,14
can you center Elaine the line,14
can you centerline the line,14
please center align,14
please center Elaine,14
please centerline,14
please align in the centre,14
please align in the center,14
please align sin,14
please align Center,14
please Klein Center,14
please Alliance Center,14
please line Center,14
please line control,14
please Lincolnton,14
please Langston,14
please alarm set,14
please alarm center,14
please tonight,14
can you centre-align the sentence,14
center the content,14
can you center align the sentence,14
can you centerline the sentence,14
can you center Elaine the sentence,14
center align the selected paragraph,14
please centre align in the middle,14
centre align the content,14
centre align the selected paragraph,14
place the paragraph in the middle,14
can you centre align the sentence,14
centre align the table,14
center align the table,14
center Elaine the table,14
centerline the table,14
please centre align first word of the paragraph,14
can you centre align the last word of the paragraph,14
position the table in the middle,14
centre align the first word of selected paragraph,14
position the image in the middle of the page,14
position the table in the middle,14
centre align the last word of selected paragraph,14
centre align the table,14
centre align the image,14
center Elaine the image,14
center align the image,14
centerline the image,14
center align the picture,14
center align the icon,14
centre align the icon,14
insert comment,15
start coming,15
"sorry,"",15
call me,15
start call me,15
answer comment,15
insert common,15
tournament,15
in tournament,15
""insert,"",15
please start coming,15
""please sorry,"",15
please call me,15
please start call me,15
""please insert,"",15
please answer comment,15
please insert common,15
please in tournament,15
please tournament,15
insert comment on last word,15
insert comment on last line,15
insert comment on the selected line,15
insert comment of first line,15
insert comment on start if new paragraph,15
can you insert a comment here,15
insert a comment below,15
place a comment below this line,15
insert a comment above this paragraph,15
please insert a comment on this word,15
please insert a comment above this line,15
can you add a comment down here,15
insert comment on the last line,15
left align the selected line,16
align let,16
alignment,16
line left,16
blind left,16
play me,16
how long does,16
calendar,16
align list,16
left align the selected paragraph,16
left the line the selected paragraph,16
left a lion the selected paragraph,16
align the line to the left,16
please move the line to the left,16
can you left align this paragraph,16
can you left a lion this paragraph,16
can you left the line this paragraph,16
left the line the image,16
left a lion the image,16
move the text to the left,16
please left align the content,16
left align the first word of selected paragraph,16
left align the last word of selected paragraph,16
left align the table,16
left the line the table,16
left a lion the table,16
left align the image,16
left align the icon,16
right align,17
reminders,17
and I'm right,17
a line right,17
airline right,17
line right,17
lying right,17
laying right,17
alarm right,17
Illini,17
blind line,17
online,17
alright,17
write a line,17
try to line,17
lighter line,17
vital line,17
flight a line,17
set a line,17
diet align,17
light a line,17
diet a lion,17
dateline,17
take a line,17
write a line the selected line,17
try to line the selected line,17
lighter line the selected line,17
vital line the selected line,17
flight a line the selected line,17
set a line the selected line,17
diet align the selected line,17
light a line the selected line,17
diet a lion the selected line,17
dateline the selected line,17
take a line the selected line,17
right align the selected line,17
move this line to the right,17
move this line to the right,17
please shift the text right,17
right align the content,17
write a line the content,17
try to line the content,17
lighter line the content,17
vital line the content,17
flight align the content,17
set a line the content,17
diet align the content,17
light a line the content,17
diet a lion the content,17
dateline the content,17
take a line the content,17
move this paragraph to the right,17
please right align the paragraph below,17
can you right align the paragraph above,17
please right align the first word of this paragraph,17
can you right align the first word of the content,17
please right align the table below,17
please write a line the table below,17
please try to line the table below,17
please lighter line the table below,17
please vital line the table below,17
please flight a line the table below,17
please set a line the table below,17
please diet align the table below,17
please light a line the table below,17
can you diet a lion the image above,17
please diet a lion the table below,17
please dateline the table below,17
please take a line the table below,17
please right align the table above,17
can you right align the image above,17
right align the selected paragraph,17
right align the first word of selected paragraph,17
right align the last word of selected paragraph,17
right align the table,17
write a line the table,17
lighter line the table,17
try to line the table,17
write a line the icon,17
try to line the icon,17
right align the image,17
Please remove formatting,18
Can you remove formatting,18
Please remove formatting from the selected sentence,18
remove the formatting from this sentence,18
remove formatting from the sentence below,18
remove formatting above,18
please remove the formatting in the line,18
can you remove formatting from the last three lines,18
Can you please remove formatting from last two lines,18
remove formatting from five lines above,18
remove formatting from the line above,18
remove all formatting from this page,18
Please remove formatting from this page,18
please clear formatting for last page,18
remove last word formatting,18
can you remove formatting from last word,18
please clear formatting from last word,18
remove clear from last sentence,18
remove clear of last letter,18
can you clear formatting from this paragraph,18
Please clear formatting from selected Paragraph,18
Please insert bullet,19
Please Insert Bullets for the selected sentences,19
Please insert bullet for lines on this page,19
You should insert bullet here,19
Insert bullets for lines in this paragraph,19
Please insert bullets for lines in this paragraph,19
Insert bullet,19
Insert bullets,19
Start inserting bullets,19
Insert bullet here,19
Add bullet here,19
Put bullets here,19
Can you please start inserting bullets for selected paragraph,19
Please go to next bullet,20
Can you start from next bullet,20
Please start next bullet,20
Can you please go to next bullet,20
Can you start next bullet after this line,20
Start next bullet,20
Add next bullet,20
Go to next bullet,20
Put next bullet here,20
Move to next bullet,20
Please end bullets,21
End bullet,21
Please end bullet,21
Can you end bullet please?,21
Can you end bullets,21
End Bullets and start new paragraph,21
Can you end bullets here,21
End bullet here,21
Please end bullets from the selected line,21
End bullets,21
Stop bullets,21
Stop bullet,21
End bulleted list,21
Stop inserting bullets,21
Stop inserting bullet ,21
Please stop bullet,21
Could you please stop bullets?,21
please pause dictation,22
can you pause dictation,22
please does dictation,22
please was dictation,22
please paws dictation,22
please pass dictation,22
please balls dictation,22
please boss dictation,22
can you pass dictation,22
can you was dictation,22
can you paws dictation,22
can you pause dictation,22
does dictation,22
pause dictation near last word,22
pause dictation near last word,22
balls dictation,22
boss dictation,22
pass dictation,22
paws dictation,22
was dictation,22
pause dictation near the capital word,22
pause dictation near the first word,22
pause dictation near the last word,22
Take a break from dictation,22
Please take a break from dictation,22
Halt dictation here,22
Please halt dictation,22
Halt dictation near last text,22
Please pause dictation near last paragraph,22
please stop dictation,23
please stop dictation near last text,23
can you stop dictation near last text,23
Please stop dictation near last word,23
can you stop dictation near last word,23
stop dictation near first word,23
stop dictation near last word,23
stop dictation,23
stop dictation near the word,23
Could you please stop dictation?,23
End dictation,23
Stop dictation near the last paragraph,23
Please stop dictation near the last word,23
Please end dictation,23
Please stop dictation near last text,23
Can you please stop dictation near first text,23
Let's stop dictation now,23
Please show all commands,24
can you show all commands,24
show all commands,24
show commands,24
please show commands,24
what commands are present,24
open all commands,24
please open all commands,24
can you open all commands,24
open commands,24
please open commands,24
Reveal all commands,24
What commands are there?,24
Can you please open all commands?,24
Can you please show all commands?,24
Display all commands,24
Display a list of commands,24
Kindly present all commands,24
Present all commands,24
Please display all commands,24
Show help,25
open help,25
please show help,25
Please open help,25
can you show help,25
can you open help,25
help me,25
Display help,25
Please display help,25
Help required,25
Help needed,25
Can you please display help?,25
Delete that text,26
delete that last text,26
delete that first text,26
delete last two words of line,26
delete last two lines of paragraph,26
please delete the selected text,26
selected text should be deleted,26
delete all the text in this paragraph,26
delete all text in last paragraph,26
delete all the text in first paragraph,26
delete all text in last paragraph,26
can you delete last two words in line,26
delete last two words in paragraph,26
delete last paragraph,26
delete selected lines,26
Could you please delete last two words in line?,26
Kindly delete the last paragraph,26
Delete all text that is in last paragraph,26
Erase text,26
Raise text,26
Erase the last paragraph,26
Raise the last paragraph,26
Erase the last two words,26
Raise the last two words,26
"
